Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Towards Chatbots to Support Bibliotherapy Preparation and Delivery","Chatbot Research and Design","","","","10.1007/978-3-030-39540-7_9","Patrick McAllisterJames KerrMichael McTearMaurice MulvennaRaymond BondKaren KirbyJoseph MorningDanni Glover","2020","http://link.springer.com/chapter/10.1007/978-3-030-39540-7_9","Chapter"
"Innovation Districts as Turbines of Smart Strategy Policies in US and EU. Boston and Barcelona Experience","New Metropolitan Perspectives","","","","10.1007/978-3-319-92099-3_38","Bruno Monardo","2019","http://link.springer.com/chapter/10.1007/978-3-319-92099-3_38","Chapter"
"The Individualization of Mass Customization: Exploring the Value of Individual Thinking Style Through Consumer Neuroscience","Customization 4.0","","","","10.1007/978-3-319-77556-2_27","Frances Turner","2018","http://link.springer.com/chapter/10.1007/978-3-319-77556-2_27","Chapter"
"System Thinking and Business Model Canvas for Collaborative Business Models Design","Advances in Production Management Systems. Initiatives for a Sustainable World","","","","10.1007/978-3-319-51133-7_55","Sergio Gustavo Medina PereiraFranciele Alves dos Santos MedinaRodrigo Franco GonçalvesMárcia Terra da Silva","2016","http://link.springer.com/chapter/10.1007/978-3-319-51133-7_55","Chapter"
"Agile Usability Patterns for User-Centered Design Final Stages","Human-Computer Interaction. Theory, Design, Development and Practice","","","","10.1007/978-3-319-39510-4_40","Ana Paula O. BertholdoFabio KonMarco Aurélio Gerosa","2016","http://link.springer.com/chapter/10.1007/978-3-319-39510-4_40","Chapter"
"Impact of Quality Management on Green Innovation: A Case of Pakistani Manufacturing Companies","Proceedings of the 1st International Conference on Smart Innovation, Ergonomics and Applied Human Factors (SEAHF)","","","","10.1007/978-3-030-22964-1_18","Tahir Iqbal","2019","http://link.springer.com/chapter/10.1007/978-3-030-22964-1_18","Chapter"
"Cooperative Design in a Visual Interactive Environment","Cooperative Design, Visualization, and Engineering","","","","10.1007/978-3-030-00560-3_21","Ewa GrabskaBarbara StrugGrażyna Ślusarczyk","2018","http://link.springer.com/chapter/10.1007/978-3-030-00560-3_21","Chapter"
"Managing Maturity States in a Collaborative Platform for the iDMU of Aeronautical Assembly Lines","Product Lifecycle Management and the Industry of the Future","","","","10.1007/978-3-319-72905-3_59","Domingo Morales-PalmaIgnacio EguíaManuel OlivaFernando MasCarpóforo Vallellano","2017","http://link.springer.com/chapter/10.1007/978-3-319-72905-3_59","Chapter"
"Mobile Learning Game Authoring Tools: Assessment, Synthesis and Proposals","Games and Learning Alliance","","","","10.1007/978-3-319-50182-6_25","Aous KarouiIza Marfisi-SchottmanSébastien George","2016","http://link.springer.com/chapter/10.1007/978-3-319-50182-6_25","Chapter"
"On Context-Aware Evidence-Based Data Driven Development of Diagnostic Scales for Depression","Complex, Intelligent, and Software Intensive Systems","","","","10.1007/978-3-319-61566-0_88","Philip MooreHai Van Pham","2018","http://link.springer.com/chapter/10.1007/978-3-319-61566-0_88","Chapter"
"Recommendations and Challenges for Developing English Vocabulary Learning Games","Human-Computer Interaction","","","","10.1007/978-3-030-66919-5_20","Diana ToroAldemar RodríguezMiguel VelascoEdwin GamboaMaría Trujillo","2020","http://link.springer.com/chapter/10.1007/978-3-030-66919-5_20","Chapter"
"Supporting Perspectives of Business Capabilities by Enterprise Modeling, Context, and Patterns","Perspectives in Business Informatics Research","","","","10.1007/978-3-319-45321-7_19","Janis StirnaJelena Zdravkovic","2016","http://link.springer.com/chapter/10.1007/978-3-319-45321-7_19","Chapter"
"Out of the Box: Using Gamification Cards to Teach Ideation to Engineering Students","Ambient Intelligence","","","","10.1007/978-3-030-03062-9_17","Christos SintorisIrene MavrommatiNikolaos AvourisIoannis Chatzigiannakis","2018","http://link.springer.com/chapter/10.1007/978-3-030-03062-9_17","Chapter"
"Where Is the Nurse? Towards Automatically Visualising Meaningful Team Movement in Healthcare Education","Artificial Intelligence in Education","","","","10.1007/978-3-319-93846-2_14","Vanessa EcheverriaRoberto Martinez-MaldonadoTamara PowerCarolyn HayesSimon Buckingham Shum","2018","http://link.springer.com/chapter/10.1007/978-3-319-93846-2_14","Chapter"
"APACHES: Human-Centered and Project-Based Methods in Higher Education","Transforming Learning with Meaningful Technologies","","","","10.1007/978-3-030-29736-7_66","Mathieu VermeulenAbir KaramiAnthony FleuryFrançois BouchetNadine MandranJannik LavalJean-Marc Labat","2019","http://link.springer.com/chapter/10.1007/978-3-030-29736-7_66","Chapter"
"Empowering Low-Vision Rehabilitation Professionals with “Do-It-Yourself” Methods","Computers Helping People with Special Needs","","","","10.1007/978-3-319-41267-2_9","Stéphanie GiraudChristophe Jouffrais","2016","http://link.springer.com/chapter/10.1007/978-3-319-41267-2_9","Chapter"
"Reinventing Biomedical Engineering Education Working Towards the 2030 Agenda for Sustainable Development","Biomedical Engineering Systems and Technologies","","","","10.1007/978-3-030-46970-2_2","Andrés Díaz Lantada","2020","http://link.springer.com/chapter/10.1007/978-3-030-46970-2_2","Chapter"
"Looking into the Personality Traits to Enhance Empathy Ability: A Review of Literature","HCI International 2020 - Posters","","","","10.1007/978-3-030-50726-8_23","Hye Jeong ParkJae Hwa Lee","2020","http://link.springer.com/chapter/10.1007/978-3-030-50726-8_23","Chapter"
"Learning Symmetry with Tangible Robots","Robotics in Education","","","","10.1007/978-3-030-26945-6_24","Wafa JohalSonia AndersenMorgane ChevalierAyberk OzgurFrancesco MondadaPierre Dillenbourg","2020","http://link.springer.com/chapter/10.1007/978-3-030-26945-6_24","Chapter"
"Virtual Reality Games for Stroke Rehabilitation: A Feasibility Study","Entertainment Computing – ICEC 2020","","","","10.1007/978-3-030-65736-9_15","Supara GrudpanSirprapa WattanakulNoppon ChoosriPatison PaleeNoppon WongtaRainer MalakaJakkrit Klaphajone","2020","http://link.springer.com/chapter/10.1007/978-3-030-65736-9_15","Chapter"
"Words in Freedom: A Manifesto Machine as Critical Design","Advances in Computer Entertainment Technology","","","","10.1007/978-3-319-76270-8_38","Simone AshbyJulian HannaSónia MatosRicardo Rodrigues","2018","http://link.springer.com/chapter/10.1007/978-3-319-76270-8_38","Chapter"
"Visualising and Re-using Innovative Pedagogical Scenarios","Advances in Web-Based Learning – ICWL 2019","","","","10.1007/978-3-030-35758-0_17","Marina KurvitsMart LaanpereTerje VäljatagaRomil Robtsenkov","2019","http://link.springer.com/chapter/10.1007/978-3-030-35758-0_17","Chapter"
"Audiovisual Design of Learning Systems for Children with ASD","Universal Access in Human-Computer Interaction. Methods, Technologies, and Users","","","","10.1007/978-3-319-92049-8_45","Rafael ToscanoValdecir Becker","2018","http://link.springer.com/chapter/10.1007/978-3-319-92049-8_45","Chapter"
"From Spectator to Co-creator for Hybrid Social Space: A New Taxonomy for Participatory Social Interaction and Co-creation","HCI International 2017 – Posters' Extended Abstracts","","","","10.1007/978-3-319-58750-9_9","Yun Tae NamJe-ho Oh","2017","http://link.springer.com/chapter/10.1007/978-3-319-58750-9_9","Chapter"
"HCI Methods and Practices for Audiovisual Systems and Their Potential Contribution to Universal Design for Learning: A Systematic Literature Review","Universal Access in Human-Computer Interaction. Theory, Methods and Tools","","","","10.1007/978-3-030-23560-4_38","Rafael M. ToscanoHelder Bruno A. M. de SouzaSandro G. da Silva FilhoJaqueline D. NoletoValdecir Becker","2019","http://link.springer.com/chapter/10.1007/978-3-030-23560-4_38","Chapter"
"A Study on the Behavior of Using Intelligent Television Among the Elderly in New Urban Areas","Human Aspects of IT for the Aged Population. Acceptance, Communication and Participation","","","","10.1007/978-3-319-92034-4_15","Cuiping WuXiaoping Hu","2018","http://link.springer.com/chapter/10.1007/978-3-319-92034-4_15","Chapter"
"Serious Game Design for and with Adolescents: Empirically Based Implications for Purposeful Games","HCI in Games","","","","10.1007/978-3-030-50164-8_29","Barbara GöblDayana HristovaSuzana JovicicHelmut Hlavacs","2020","http://link.springer.com/chapter/10.1007/978-3-030-50164-8_29","Chapter"
"Designing an End-User Augmented Reality Editor for Cultural Practitioners","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-48746-5_37","Marco RomanoIgnacio AedoPaloma Díaz","2016","http://link.springer.com/chapter/10.1007/978-3-319-48746-5_37","Chapter"
"A Literature Review of the Practice of Educating Children About Technology Making","Human-Computer Interaction – INTERACT 2019","","","","10.1007/978-3-030-29381-9_27","Leena Ventä-OlkkonenHeidi HartikainenBehnaz NorouziNetta IivariMarianne Kinnula","2019","http://link.springer.com/chapter/10.1007/978-3-030-29381-9_27","Chapter"
"Labenah: An Arabic Block-Based Interactive Programming Environment for Children. The Journey of Learning and Playing","HCI International 2019 - Posters","","","","10.1007/978-3-030-23525-3_23","Bushra AlkadhiSarah AlsaifAlhanouf AlangriFatima AlkallasHatoun AljadouNoura Altamimi","2019","http://link.springer.com/chapter/10.1007/978-3-030-23525-3_23","Chapter"
"Information Analysis with FlexIA - Reconciling Design Challenges Through User Participation","HCI International 2020 – Late Breaking Posters","","","","10.1007/978-3-030-60700-5_8","Christian KruseDaniela BecksSebastian Venhuis","2020","http://link.springer.com/chapter/10.1007/978-3-030-60700-5_8","Chapter"
"Participatory Ideation for Gamification: Bringing the User at the Heart of the Gamification Design Process","Human-Centered Software Engineering","","","","10.1007/978-3-030-05909-5_4","Thomas VilarinhoBabak FarshchianJacqueline FlochOle Gunhildsberg Hansen","2019","http://link.springer.com/chapter/10.1007/978-3-030-05909-5_4","Chapter"
"Hacking Alternatives in 21st Century: Designing a Bio-Responsive Virtual Environment for Stress Reduction","Pervasive Computing Paradigms for Mental Health","","","","10.1007/978-3-319-32270-4_4","Mirjana PrpaKaren CochraneBernhard E. Riecke","2016","http://link.springer.com/chapter/10.1007/978-3-319-32270-4_4","Chapter"
"Support Tool for Refining Conceptual Model in Collaborative Learning","Knowledge-Based Software Engineering: 2018","","","","10.1007/978-3-319-97679-2_15","Misaki MaruyamaShinpei OgataKozo OkanoMizue Kayama","2019","http://link.springer.com/chapter/10.1007/978-3-319-97679-2_15","Chapter"
"Towards Executable Representations of Social Machines","Diagrammatic Representation and Inference","","","","10.1007/978-3-319-91376-6_77","Dave Murray-RustAlan DavoustPetros PapapanagiotouAreti ManatakiMax Van KleekNigel ShadboltDave Robertson","2018","http://link.springer.com/chapter/10.1007/978-3-319-91376-6_77","Chapter"
"Respecting the Patients’ Needs: Supporting Connected Care Using the Accountability Shared Model","Well-Being in the Information Society. Fruits of Respect","","","","10.1007/978-3-030-57847-3_6","Nilmini WickramasingheRima A. Gibbings","2020","http://link.springer.com/chapter/10.1007/978-3-030-57847-3_6","Chapter"
"Alternative Ways of Involving Stakeholders: The Rise of Entrepreneurism in Higher Education and the Case of a Learning Enterprise","Stakeholders and Information Technology in Education","","","","10.1007/978-3-319-54687-2_12","Ana-Paula Correia","2016","http://link.springer.com/chapter/10.1007/978-3-319-54687-2_12","Chapter"
"Human Smart Cities: A New Vision for Redesigning Urban Community and Citizen’s Life","Knowledge, Information and Creativity Support Systems: Recent Trends, Advances and Solutions","","","","10.1007/978-3-319-19090-7_21","Grazia ConcilioJesse MarshFrancesco MolinariFrancesca Rizzo","2016","http://link.springer.com/chapter/10.1007/978-3-319-19090-7_21","Chapter"
"Enterprise Architecture Requirements for Digital Transformation Projects in an Automotive Industry","Proceedings on 25th International Joint Conference on Industrial Engineering and Operations Management – IJCIEOM","","","","10.1007/978-3-030-43616-2_31","Izabelle Cristine Hannemann de FreitasEduardo de Freitas Rocha LouresFernando DeschampsJosé Marcelo Almeida Prado Cestari","2020","http://link.springer.com/chapter/10.1007/978-3-030-43616-2_31","Chapter"
"Is Biologically Inspired Design Domain Independent?","Design Computing and Cognition '16","","","","10.1007/978-3-319-44989-0_9","Ashok K. GoelChristian TuchezWilliam HancockKeith Frazer","2017","http://link.springer.com/chapter/10.1007/978-3-319-44989-0_9","Chapter"
"Towards Collaborative Immersive Environments for Parametric Modelling","Cooperative Design, Visualization, and Engineering","","","","10.1007/978-3-030-00560-3_44","Adrien CoppensTom Mens","2018","http://link.springer.com/chapter/10.1007/978-3-030-00560-3_44","Chapter"
"Study on the Relationship Between Mental Model of Designer Team and Factors in Remote Collaboration","HCI International 2016 – Posters' Extended Abstracts","","","","10.1007/978-3-319-40548-3_8","Wu Jing","2016","http://link.springer.com/chapter/10.1007/978-3-319-40548-3_8","Chapter"
"Academic Game Design Education: A Comparative Perspective","Serious Games","","","","10.1007/978-3-030-02762-9_2","André Czauderna","2018","http://link.springer.com/chapter/10.1007/978-3-030-02762-9_2","Chapter"
"Future Perspectives for Aging Well: AAL Tools, Products, Services","Computers Helping People with Special Needs","","","","10.1007/978-3-319-94274-2_50","Jean D. Hallewell HaslwanterMarkus GarschallKatja NeureiterPaul PanekÖzge Subasi","2018","http://link.springer.com/chapter/10.1007/978-3-319-94274-2_50","Chapter"
"Application of PMBOK to Improve the Deadline of Projects in SMEs Engineering Consultancies","Proceedings of the 4th Brazilian Technology Symposium (BTSym'18)","","","","10.1007/978-3-030-16053-1_47","Maricielo HinostrozaPedro ChavezVictor NuñezCarlos Raymundo","2019","http://link.springer.com/chapter/10.1007/978-3-030-16053-1_47","Chapter"
"Application of Project Management in Undergraduates’ Innovation Experiment Teaching","Data Science","","","","10.1007/978-981-13-2206-8_47","Qing WangHuipeng ChenHongwei LiuLei XuYanhang Zhang","2018","http://link.springer.com/chapter/10.1007/978-981-13-2206-8_47","Chapter"
